1746693819,0,0.0,0.000000
1746694882,1,255.0,6.446030
1746695172,2,317.0,7.991289
1746695467,3,331.0,7.991289
1746695748,4,331.0,7.991289
1746696060,5,344.0,10.381644
1746696362,6,344.0,10.381644
1746696597,7,434.0,10.381644
1746696817,8,434.0,12.046333
1746697096,9,434.0,12.046333
1746697363,10,434.0,12.046333
Need to update! Before update: Max Novel = 434.0000 | Max MMD = 12.046333
Complete update! After update: Max Novel = 309.0000 | Max MMD = 10.724194
1746697949,11,322.0,10.724194
1746698258,12,322.0,11.301668
1746698536,13,322.0,13.443872
1746698838,14,342.0,13.443872
1746699137,15,348.0,13.443872
Need to update! Before update: Max Novel = 348.0000 | Max MMD = 13.443872
Complete update! After update: Max Novel = 240.0000 | Max MMD = 15.110256
1746699864,16,266.0,20.812993
1746700174,17,266.0,21.714892
1746700501,18,266.0,22.253087
1746700790,19,266.0,25.973942
1746701130,20,290.0,28.273539
1746701433,21,316.0,28.381661
1746701734,22,321.0,29.574375
1746702060,23,321.0,29.574375
1746702338,24,343.0,30.460386
1746702671,25,343.0,30.460386
1746703036,26,362.0,31.076162
1746703343,27,443.0,31.076162
1746703677,28,443.0,31.076162
1746704015,29,466.0,31.076162
1746704336,30,466.0,35.254765
1746704662,31,470.0,35.254765
Need to update! Before update: Max Novel = 470.0000 | Max MMD = 35.254765
Complete update! After update: Max Novel = 10.0000 | Max MMD = 44.031969
1746706817,32,10.0,52.039809
1746707579,33,23.0,60.526200
1746708276,34,23.0,66.033240
1746709033,35,23.0,68.596511
1746709803,36,23.0,73.987059
1746710605,37,23.0,76.027662
1746711361,38,23.0,80.695453
Need to update! Before update: Max Novel = 23.0000 | Max MMD = 80.695453
Complete update! After update: Max Novel = 6.0000 | Max MMD = 86.664844
1746713654,39,13.0,92.407851
1746714460,40,13.0,95.251500
1746715205,41,13.0,102.107417
1746715989,42,13.0,103.929693
1746716711,43,13.0,106.924875
1746717450,44,13.0,106.924875
Need to update! Before update: Max Novel = 13.0000 | Max MMD = 106.924875
Complete update! After update: Max Novel = 1.0000 | Max MMD = 101.667300
1746719660,45,2.0,111.244546
1746720358,46,2.0,111.244546
1746721057,47,16.0,111.244546
1746721813,48,16.0,111.244546
1746722559,49,16.0,120.897212
1746723323,50,16.0,134.551706
Need to update! Before update: Max Novel = 16.0000 | Max MMD = 134.551706
Complete update! After update: Max Novel = 1.0000 | Max MMD = 137.950887
1746725627,51,1.0,138.494051
1746726386,52,6.0,146.884075
1746727140,53,6.0,152.423705
1746727892,54,7.0,159.655816
1746728681,55,8.0,159.655816
1746729513,56,9.0,164.969517
1746730236,57,9.0,168.010643
1746730927,58,9.0,174.181853
1746731704,59,9.0,181.681049
1746732438,60,9.0,184.570445
1746733231,61,10.0,184.570445
Need to update! Before update: Max Novel = 10.0000 | Max MMD = 184.570445
Complete update! After update: Max Novel = 10.0000 | Max MMD = 186.424499
1746735504,62,10.0,186.424499
1746736272,63,13.0,195.157620
1746736989,64,14.0,198.255545
1746737777,65,14.0,634.865534
