Need to update! Before update: Max Novel = 104.0000 | Max MMD = 0.000000
Complete update! After update: Max Novel = 16.0000 | Max MMD = 0.000000
1746722441,152,16.0,0.000000
1746722649,153,16.0,0.000000
1746722817,154,21.0,0.000000
1746722999,155,22.0,0.000000
1746723184,156,27.0,0.000000
1746723384,157,32.0,0.000000
1746723564,158,33.0,0.000000
1746723738,159,50.0,0.000000
1746723905,160,50.0,0.000000
1746724093,161,50.0,0.000000
1746724265,162,50.0,0.000000
1746724430,163,50.0,0.000000
1746724591,164,51.0,0.000000
1746724773,165,54.0,0.000000
1746724936,166,54.0,0.000000
1746725098,167,54.0,0.000000
1746725283,168,54.0,0.000000
1746725470,169,65.0,0.000000
1746725655,170,79.0,0.000000
1746725815,171,79.0,0.000000
1746726014,172,80.0,0.000000
1746726180,173,80.0,0.000000
1746726360,174,80.0,0.000000
1746726522,175,80.0,0.000000
1746726695,176,80.0,0.000000
1746726868,177,95.0,0.000000
1746727040,178,95.0,0.000000
1746727213,179,99.0,0.000000
1746727378,180,99.0,0.000000
1746727555,181,116.0,0.000000
1746727739,182,116.0,0.000000
1746727914,183,116.0,0.000000
1746728118,184,135.0,0.000000
1746728281,185,135.0,0.000000
1746728442,186,140.0,0.000000
1746728622,187,140.0,0.000000
1746728800,188,179.0,0.000000
1746728968,189,179.0,0.000000
1746729136,190,179.0,0.000000
1746729314,191,179.0,0.000000
1746729496,192,187.0,0.000000
1746729655,193,221.0,0.000000
1746729796,194,222.0,0.000000
1746729940,195,234.0,0.000000
1746730078,196,234.0,0.000000
1746730236,197,234.0,0.000000
1746730396,198,236.0,0.000000
1746730532,199,236.0,0.000000
1746730684,200,306.0,0.000000
1746730814,201,306.0,0.000000
1746730981,202,306.0,0.000000
1746731134,203,306.0,0.000000
1746731276,204,306.0,0.000000
1746731446,205,306.0,0.000000
Need to update! Before update: Max Novel = 306.0000 | Max MMD = 0.000000
Complete update! After update: Max Novel = 18.0000 | Max MMD = 0.000000
1746731798,206,19.0,0.000000
1746731932,207,25.0,0.000000
1746732071,208,25.0,0.000000
1746732224,209,25.0,0.000000
1746732377,210,28.0,0.000000
1746732540,211,28.0,0.000000
1746732681,212,28.0,0.000000
1746732836,213,28.0,0.000000
1746732979,214,28.0,0.000000
1746733117,215,28.0,0.000000
Need to update! Before update: Max Novel = 28.0000 | Max MMD = 0.000000
Complete update! After update: Max Novel = 28.0000 | Max MMD = 0.000000
1746733488,216,28.0,0.000000
1746733643,217,28.0,0.000000
1746733784,218,29.0,0.000000
1746733885,219,31.0,0.000000
1746734014,220,39.0,0.000000
1746734162,221,39.0,0.000000
1746734309,222,46.0,0.000000
1746734447,223,46.0,0.000000
1746734598,224,48.0,0.000000
1746734736,225,48.0,0.000000
1746734870,226,48.0,0.000000
1746735002,227,48.0,0.000000
1746735141,228,50.0,0.000000
1746735253,229,50.0,0.000000
1746735381,230,50.0,0.000000
1746735524,231,50.0,0.000000
1746735674,232,62.0,0.000000
1746735801,233,62.0,0.000000
1746735952,234,62.0,0.000000
1746736102,235,62.0,0.000000
1746736216,236,62.0,0.000000
1746736348,237,62.0,0.000000
Need to update! Before update: Max Novel = 62.0000 | Max MMD = 0.000000
Complete update! After update: Max Novel = 5.0000 | Max MMD = 0.000000
1746736654,238,6.0,0.000000
1746736775,239,23.0,0.000000
1746736902,240,28.0,0.000000
1746737025,241,30.0,0.000000
1746737157,242,47.0,0.000000
