1744304067,0,2763999.4131
1744304340,1,4175736.4696
1744304614,2,4175736.4696
1744304917,3,4333178.6382
1744305203,4,5148789.2015
1744305481,5,5731457.9409
1744305752,6,5731457.9409
1744306015,7,5731457.9409
1744306284,8,5994904.4574
1744306528,9,5994904.4574
1744306789,10,5994904.4574
1744307072,11,6113836.1515
1744307354,12,6132063.0526
1744307623,13,6177706.0179
1744307910,14,6182598.5714
1744308152,15,6208754.3169
1744308402,16,6219877.9884
1744308646,17,6281154.5246
1744308934,18,6315236.2948
1744309216,19,6315236.2948
1744309485,20,6374797.3404
1744309753,21,6374797.3404
1744310027,22,6389653.0902
1744310288,23,6444208.1857
1744310564,24,6463889.6830
1744310823,25,6488736.2714
1744311083,26,6511491.8786
1744311308,27,6512287.3449
1744311559,28,6512287.3449
1744311815,29,6516720.3536
1744312078,30,6557908.5800
1744312315,31,6557908.5800
1744312564,32,6572949.9161
1744312810,33,6572949.9161
1744313062,34,6572949.9161
1744313320,35,6582894.1784
1744313550,36,6598670.0750
1744313778,37,6600418.6726
1744314011,38,6616090.7486
1744314258,39,6640528.8861
1744314499,40,6663398.5942
1744314722,41,6683107.8964
1744314952,42,6683107.8964
1744315209,43,6683107.8964
1744315443,44,6698313.9623
1744315658,45,6717278.6807
1744315886,46,6749672.4841
1744316118,47,6756012.2956
1744316349,48,6756012.2956
1744316566,49,6759520.5171
1744316795,50,6782800.6348
1744317006,51,6808116.6215
1744317201,52,6821767.4817
1744317436,53,6830821.9941
1744317658,54,6844798.5373
1744317886,55,6853371.4580
1744318088,56,6856654.6099
1744318293,57,6856654.6099
1744318505,58,6873083.9358
1744318727,59,6895596.2443
1744318936,60,6895596.2443
1744319150,61,6901577.4631
1744319377,62,6902645.5565
1744319614,63,6902645.5565
1744319836,64,6925114.5255
1744320055,65,6925114.5255
1744320279,66,6931951.6154
1744320501,67,6945658.6770
1744320718,68,6945658.6770
1744320961,69,6949766.2615
1744321169,70,6955487.0941
1744321378,71,6973071.7407
1744321599,72,6973071.7407
1744321816,73,6973071.7407
1744322021,74,6986352.8066
1744322219,75,6986352.8066
1744322425,76,6997666.7358
1744322633,77,6997666.7358
1744322842,78,6997666.7358
1744323045,79,7006412.5704
1744323249,80,7006412.5704
1744323458,81,7006412.5704
1744323671,82,7012356.8281
1744323876,83,7013835.1742
1744324082,84,7013835.1742
1744324286,85,7013835.1742
1744324493,86,7014338.1494
1744324699,87,7014338.1494
1744324883,88,7014338.1494
1744325096,89,7014338.1494
1744325279,90,7015424.6844
1744325481,91,7023509.3716
1744325680,92,7023509.3716
1744325877,93,7024982.5559
1744326081,94,7025976.7818
1744326290,95,7026646.6395
1744326484,96,7029199.6660
1744326683,97,7030060.6770
1744326880,98,7034686.8465
1744327075,99,7034686.8465
1744327287,100,7036564.0035
1744327487,101,7038667.8461
1744327690,102,7039325.9873
1744327883,103,7041645.8337
1744328090,104,7041737.9966
1744328323,105,7051275.6996
1744328538,106,7051275.6996
1744328734,107,7051275.6996
1744328927,108,7058895.4552
1744329135,109,7058895.4552
1744329347,110,7062540.2556
1744329544,111,7062796.8328
1744329752,112,7062796.8328
1744329928,113,7064544.8125
1744330089,114,7064544.8125
1744330288,115,7068506.1008
1744330475,116,7068506.1008
1744330651,117,7068506.1008
1744330836,118,7076104.0508
1744331046,119,7076104.0508
1744331233,120,7076104.0508
1744331421,121,7076104.0508
1744331613,122,7076104.0508
1744331814,123,7076104.0508
1744331986,124,7077710.6800
1744332187,125,7077710.6800
1744332383,126,7077710.6800
1744332563,127,7077710.6800
1744332758,128,7079658.4710
1744332944,129,7079658.4710
1744333120,130,7079658.4710
1744333302,131,7080849.8722
1744333485,132,7085202.8284
1744333680,133,7085202.8284
1744333866,134,7086339.8625
1744334040,135,7086339.8625
1744334235,136,7088166.1290
1744334423,137,7088166.1290
1744334613,138,7089896.9772
1744334817,139,7089896.9772
1744334990,140,7089896.9772
1744335186,141,7090750.6693
1744335358,142,7090750.6693
1744335564,143,7090750.6693
1744335759,144,7092810.2943
1744335957,145,7092810.2943
1744336151,146,7096576.8010
1744336317,147,7096576.8010
1744336478,148,7096576.8010
1744336660,149,7098637.8762
1744336840,150,7099226.9344
1744337011,151,7099226.9344
1744337191,152,7101793.8687
1744337364,153,7101927.8604
1744337549,154,7101927.8604
1744337724,155,7101927.8604
1744337896,156,7105140.7118
1744338058,157,7107739.5154
1744338237,158,7109076.2843
1744338407,159,7109857.7367
1744338595,160,7111742.7967
1744338771,161,7115264.3592
1744338930,162,7115562.4895
1744339083,163,7115562.4895
1744339237,164,7120204.2585
1744339391,165,7120204.2585
1744339545,166,7120476.0209
1744339699,167,7130487.8090
1744339850,168,7130487.8090
1744340001,169,7130487.8090
1744340156,170,7130487.8090
1744340298,171,7130487.8090
1744340444,172,7130487.8090
1744340586,173,7130487.8090
1744340732,174,7130487.8090
1744340880,175,7130487.8090
1744341034,176,7130487.8090
1744341178,177,7131045.4071
1744341319,178,7131635.1098
1744341465,179,7131635.1098
1744341611,180,7133408.8335
1744341760,181,7133408.8335
1744341920,182,7133408.8335
1744342101,183,7133509.8283
1744342255,184,7134269.6129
1744342395,185,7134269.6129
1744342533,186,7134269.6129
1744342691,187,7137592.2552
1744342852,188,7137592.2552
1744343016,189,7137592.2552
1744343187,190,7138301.7752
1744343336,191,7138301.7752
1744343482,192,7138769.5713
1744343634,193,7138972.5376
1744343775,194,7140748.4085
1744343926,195,7142225.1774
1744344080,196,7142225.1774
1744344223,197,7142225.1774
1744344383,198,7142225.1774
1744344525,199,7144446.8091
1744344669,200,7146601.8876
1744344811,201,7147912.2636
1744344978,202,7147912.2636
1744345108,203,7147912.2636
1744345251,204,7147912.2636
1744345388,205,7151639.3382
1744345530,206,7151639.3382
1744345661,207,7152610.8746
1744345793,208,7152610.8746
1744345918,209,7152610.8746
1744346045,210,7155967.7954
1744346177,211,7155967.7954
1744346306,212,7157593.3994
1744346420,213,7157593.3994
